machine,app,ranks,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_INS,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L2_LDM,PAPI_L2_STM,EPT,FP_ARITH:SCALAR_SINGLE,FP_ARITH:SCALAR_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,PAPI_MEM_WCY,duration
quartz,laghos,1,13582000000.0,32694000000.0,10568000000.0,100296000000.0,330000000.0,268000000.0,14000000.0,10000000.0,0.0,5366214.0,19213326415.0,13715676222.0,37771.0,2235222.0,1588000000.0,0.2833
quartz,laghos,1,16596000000.0,67398000000.0,24292000000.0,197684000000.0,554000000.0,606000000.0,34000000.0,22000000.0,0.0,15302116.0,68484369335.0,37906470860.0,37771.0,2188660.0,5098000000.0,0.6833
quartz,laghos,1,16594000000.0,67392000000.0,24292000000.0,197680000000.0,574000000.0,604000000.0,38000000.0,22000000.0,0.0,15301633.0,68483149268.0,37893007872.0,37771.0,2188660.0,5152000000.0,0.6833
quartz,laghos,1,19312000000.0,78470000000.0,28272000000.0,230138000000.0,660000000.0,704000000.0,38000000.0,24000000.0,0.0,17830455.0,79734773545.0,44082996231.0,37771.0,2191346.0,5984000000.0,0.8
quartz,laghos,1,19318000000.0,78474000000.0,28276000000.0,230142000000.0,638000000.0,704000000.0,38000000.0,22000000.0,0.0,17830366.0,79736081466.0,44079176428.0,37771.0,2191345.0,6088000000.0,0.8166
quartz,laghos,1,20846000000.0,84638000000.0,30500000000.0,248196000000.0,718000000.0,760000000.0,44000000.0,26000000.0,0.0,19215046.0,85985976622.0,47484732095.0,37771.0,2192868.0,6482000000.0,0.8666
quartz,laghos,1,20840000000.0,84634000000.0,30492000000.0,248194000000.0,696000000.0,760000000.0,48000000.0,28000000.0,0.0,19215052.0,85986988805.0,47490839474.0,37771.0,2192869.0,6544000000.0,0.8666
quartz,laghos,1,22568000000.0,91706000000.0,33040000000.0,268926000000.0,784000000.0,826000000.0,56000000.0,30000000.0,0.0,20841195.0,93175950474.0,51444975407.0,37771.0,2194674.0,6918000000.0,0.95
quartz,laghos,1,22590000000.0,91720000000.0,33050000000.0,268952000000.0,752000000.0,824000000.0,46000000.0,26000000.0,0.0,20847379.0,93176577029.0,51446070550.0,37771.0,2194674.0,6982000000.0,0.9333
quartz,laghos,1,25314000000.0,102806000000.0,37036000000.0,301430000000.0,878000000.0,924000000.0,54000000.0,34000000.0,0.0,23357825.0,104438000000.0,57616458509.0,37771.0,2197356.0,7964000000.0,1.05
quartz,laghos,1,25324000000.0,102816000000.0,37040000000.0,301440000000.0,840000000.0,924000000.0,48000000.0,30000000.0,0.0,23356744.0,104436000000.0,57611953223.0,37771.0,2197356.0,7890000000.0,1.05
quartz,laghos,1,27638000000.0,112254000000.0,40434000000.0,329114000000.0,926000000.0,1008000000.0,56000000.0,34000000.0,0.0,25498933.0,114026000000.0,62877930907.0,37771.0,2199676.0,8576000000.0,1.15
quartz,laghos,1,27632000000.0,112248000000.0,40434000000.0,329110000000.0,926000000.0,1006000000.0,64000000.0,34000000.0,0.0,25499510.0,114032000000.0,62892310881.0,37771.0,2199675.0,8454000000.0,1.1333
quartz,laghos,1,286042000000.0,1362550000000.0,488976000000.0,3905080000000.0,20022000000.0,13924000000.0,1824000000.0,1800000000.0,0.0,249981662.0,1429720000000.0,750333000000.0,37771.0,2210881.0,111512000000.0,13.1
